ISO28178
ORIGINATOR "ISO TC130"
FILE_DESCRIPTOR "ISO15339-CRPC6"
# ISO/PAS 15339-2 Characterized Reference Printing Condition 6, Typical Premium Coated
CREATED "2012-12-01"
MEASUREMENT_GEOMETRY "ISO 13655 - Reflection, M1"
FILTER "D50"
SAMPLE_BACKING "White"
# Reference White Point (LAB) = 95.00  1.00  -4.00
# Reference Black Point (LAB) = 9.05  0.20  0.39
NUMBER_OF_FIELDS 8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
68	85	40	0	0	47.87	-10.39	-42.79
69	85	55	0	0	42.73	-1.30	-42.26
70	85	70	0	0	37.38	8.64	-41.73
71	85	85	0	0	32.11	18.80	-41.38
72	85	100	0	0	28.19	26.32	-41.22
73	100	0	0	0	56.00	-37.00	-50.00
74	100	10	0	0	53.07	-32.10	-49.14
75	100	20	0	0	50.23	-27.18	-48.51
76	100	30	0	0	47.24	-21.89	-47.90
77	100	40	0	0	44.12	-16.25	-47.39
78	100	55	0	0	39.27	-7.40	-46.77
79	100	70	0	0	34.23	2.27	-46.20
80	100	85	0	0	29.09	12.22	-46.00
81	100	100	0	0	25.00	20.00	-46.00
82	0	0	10	0	94.22	0.12	4.76
83	0	10	10	0	89.26	6.85	3.27
84	0	20	10	0	84.50	13.39	1.97
85	0	30	10	0	79.62	20.32	0.85
86	0	40	10	0	74.73	27.53	0.06
87	0	55	10	0	67.31	39.29	-0.86
88	0	70	10	0	59.97	51.94	-0.71
89	0	85	10	0	53.14	64.66	0.04
90	0	100	10	0	48.29	74.10	0.87
91	10	0	10	0	90.27	-3.53	-0.18
92	10	10	10	0	85.54	2.36	-1.59
93	10	20	10	0	80.81	8.92	-2.76
94	10	30	10	0	76.02	15.88	-3.82
95	10	40	10	0	71.21	23.19	-4.59
96	10	55	10	0	64.08	34.67	-5.30
97	10	70	10	0	56.95	47.16	-5.20
98	10	85	10	0	50.47	59.33	-4.52
99	10	100	10	0	45.91	68.29	-3.79
100	20	0	10	0	86.38	-7.13	-5.00
101	20	10	10	0	81.71	-1.60	-6.49
102	20	20	10	0	77.18	4.82	-7.53
103	20	30	10	0	72.61	11.58	-8.44
104	20	40	10	0	68.02	18.75	-9.09
105	20	55	10	0	61.17	29.91	-9.70
106	20	70	10	0	54.29	42.07	-9.62
107	20	85	10	0	48.01	53.94	-9.04
108	20	100	10	0	43.57	62.68	-8.40
109	30	0	10	0	82.47	-10.88	-9.88
110	30	10	10	0	78.05	-5.40	-11.11
111	30	20	10	0	73.74	0.78	-12.02
112	30	30	10	0	69.32	7.32	-12.84
113	30	40	10	0	64.92	14.29	-13.40
114	30	55	10	0	58.32	25.15	-13.95
115	30	70	10	0	51.67	36.98	-13.90
116	30	85	10	0	45.58	48.56	-13.43
117	30	100	10	0	41.26	57.07	-12.90
118	40	0	10	0	78.55	-14.75	-14.77
119	40	10	10	0	74.44	-9.18	-15.62
120	40	20	10	0	70.32	-3.21	-16.32
121	40	30	10	0	66.12	3.14	-17.00
122	40	40	10	0	61.88	9.83	-17.57
123	40	55	10	0	55.52	20.38	-18.07
124	40	70	10	0	49.09	31.89	-18.05
125	40	85	10	0	43.16	43.15	-17.68
126	40	100	10	0	38.94	51.44	-17.23
127	55	0	10	0	72.51	-21.21	-22.05
128	55	10	10	0	68.84	-15.50	-22.44
129	55	20	10	0	65.06	-9.73	-22.97
130	55	30	10	0	61.17	-3.65	-23.44
131	55	40	10	0	57.23	2.77	-23.85
132	55	55	10	0	51.22	12.89	-24.27
133	55	70	10	0	45.13	23.93	-24.27
134	55	85	10	0	39.48	34.74	-24.05
135	55	100	10	0	35.43	42.71	-23.79
136	70	0	10	0	66.29	-28.26	-29.48
137	70	10	10	0	63.01	-22.54	-29.51
138	70	20	10	0	59.56	-16.99	-29.76
139	70	30	10	0	55.99	-11.12	-30.02
140	70	40	10	0	52.36	-4.95	-30.23
141	70	55	10	0	46.78	4.80	-30.45
142	70	70	10	0	41.04	15.47	-30.45
143	70	85	10	0	35.69	25.84	-30.38
144	70	100	10	0	31.82	33.45	-30.27
145	85	0	10	0	60.20	-35.50	-36.59
146	85	10	10	0	57.17	-30.05	-36.48
147	85	20	10	0	54.04	-24.66	-36.50
148	85	30	10	0	50.79	-18.97	-36.50
149	85	40	10	0	47.46	-13.02	-36.46
150	85	55	10	0	42.31	-3.57	-36.48
151	85	70	10	0	36.96	6.69	-36.47
152	85	85	10	0	31.90	16.78	-36.49
153	85	100	10	0	28.23	24.12	-36.53
154	100	0	10	0	55.58	-41.34	-42.01
155	100	10	10	0	52.72	-36.09	-41.75
156	100	20	10	0	49.84	-30.84	-41.54
157	100	30	10	0	46.82	-25.27	-41.35
158	100	40	10	0	43.69	-19.36	-41.18
159	100	55	10	0	38.86	-10.09	-41.05
160	100	70	10	0	33.81	-0.11	-41.03
161	100	85	10	0	28.96	9.70	-41.16
162	100	100	10	0	25.29	17.00	-41.33
163	0	0	20	0	93.49	-0.71	13.36
164	0	10	20	0	88.60	6.01	11.51
165	0	20	20	0	83.95	12.54	9.90
166	0	30	20	0	79.17	19.48	8.43
167	0	40	20	0	74.38	26.78	7.27
168	0	55	20	0	67.09	38.45	5.80
169	0	70	20	0	59.91	51.04	5.29
170	0	85	20	0	53.21	63.72	5.47
171	0	100	20	0	48.47	73.14	5.87
172	10	0	20	0	89.58	-4.56	8.31
173	10	10	20	0	84.92	1.26	6.76
174	10	20	20	0	80.27	7.86	5.16
175	10	30	20	0	75.55	14.84	3.71
176	10	40	20	0	70.83	22.20	2.55
177	10	55	20	0	63.81	33.69	1.21
178	10	70	20	0	56.83	46.16	0.64
179	10	85	20	0	50.47	58.34	0.77
180	10	100	20	0	46.00	67.29	1.11
181	20	0	20	0	85.76	-8.38	3.36
182	20	10	20	0	81.12	-2.89	1.72
183	20	20	20	0	76.65	3.52	0.21
184	20	30	20	0	72.09	10.30	-1.11
185	20	40	20	0	67.46	17.52	-2.21
186	20	55	20	0	60.64	28.77	-3.46
187	20	70	20	0	53.84	41.11	-4.02
188	20	85	20	0	47.77	52.88	-3.96
189	20	100	20	0	43.53	61.43	-3.71
190	30	0	20	0	81.88	-12.40	-1.63
191	30	10	20	0	77.49	-6.95	-3.06
192	30	20	20	0	73.18	-0.77	-4.45
193	30	30	20	0	68.80	5.86	-5.68
194	30	40	20	0	64.34	12.90	-6.70
195	30	55	20	0	57.77	23.88	-7.87
196	30	70	20	0	51.19	35.90	-8.46
197	30	85	20	0	45.29	47.40	-8.46
198	30	100	20	0	41.17	55.75	-8.30
199	40	0	20	0	77.98	-16.63	-6.56
200	40	10	20	0	73.89	-10.98	-7.69
201	40	20	20	0	69.79	-5.01	-8.86
202	40	30	20	0	65.59	1.46	-9.95
203	40	40	20	0	61.33	8.29	-10.95
204	40	55	20	0	54.99	19.00	-12.08
205	40	70	20	0	48.62	30.73	-12.66
206	40	85	20	0	42.88	41.95	-12.77
207	40	100	20	0	38.84	50.09	-12.65
208	55	0	20	0	72.02	-23.44	-14.07
209	55	10	20	0	68.34	-17.67	-14.76
210	55	20	20	0	64.62	-11.84	-15.57
211	55	30	20	0	60.70	-5.58	-16.48
212	55	40	20	0	56.72	1.03	-17.32
213	55	55	20	0	50.75	11.36	-18.34
214	55	70	20	0	44.68	22.66	-18.96
215	55	85	20	0	39.21	33.42	-19.17
216	55	100	20	0	35.33	41.26	-19.20
217	70	0	20	0	65.84	-31.02	-21.67
218	70	10	20	0	62.55	-25.20	-21.99
219	70	20	20	0	59.22	-19.44	-22.46
220	70	30	20	0	55.62	-13.39	-23.13
221	70	40	20	0	51.94	-7.00	-23.78
222	70	55	20	0	46.38	3.00	-24.59
223	70	70	20	0	40.67	13.95	-25.15
224	70	85	20	0	35.47	24.29	-25.50
225	70	100	20	0	31.76	31.78	-25.66
226	85	0	20	0	59.80	-38.83	-28.91
227	85	10	20	0	56.76	-33.24	-29.12
228	85	20	20	0	53.69	-27.69	-29.43
229	85	30	20	0	50.41	-21.79	-29.84
230	85	40	20	0	47.04	-15.57	-30.20
231	85	55	20	0	41.92	-5.86	-30.77
232	85	70	20	0	36.60	4.68	-31.29
233	85	85	20	0	31.70	14.79	-31.68
234	85	100	20	0	28.21	22.01	-31.95
235	100	0	20	0	55.21	-45.11	-34.45
236	100	10	20	0	52.34	-39.73	-34.50
237	100	20	20	0	49.46	-34.35	-34.65
238	100	30	20	0	46.43	-28.55	-34.84
239	100	40	20	0	43.26	-22.34	-35.05
240	100	55	20	0	38.47	-12.81	-35.44
241	100	70	20	0	33.47	-2.56	-35.93
242	100	85	20	0	28.80	7.22	-36.38
243	100	100	20	0	25.42	14.33	-36.74
244	0	0	30	0	92.80	-1.48	22.40
245	0	10	30	0	87.97	5.25	20.11
246	0	20	30	0	83.42	11.78	18.16
247	0	30	30	0	78.72	18.73	16.26
248	0	40	30	0	74.03	26.03	14.71
249	0	55	30	0	66.88	37.68	12.63
250	0	70	30	0	59.83	50.25	11.46
251	0	85	30	0	53.26	62.89	11.01
252	0	100	30	0	48.59	72.29	10.96
253	10	0	30	0	88.92	-5.55	17.19
254	10	10	30	0	84.33	0.38	15.06
255	10	20	30	0	79.76	6.97	13.09
256	10	30	30	0	75.10	13.93	11.20
257	10	40	30	0	70.46	21.31	9.67
258	10	55	30	0	63.56	32.80	7.73
259	10	70	30	0	56.70	45.28	6.57
260	10	85	30	0	50.46	57.42	6.10
261	10	100	30	0	46.06	66.38	6.04
262	20	0	30	0	85.13	-9.59	12.11
263	20	10	30	0	80.57	-3.97	9.90
264	20	20	30	0	76.13	2.39	7.97
265	20	30	30	0	71.63	9.22	6.18
266	20	40	30	0	67.06	16.46	4.68
267	20	55	30	0	60.34	27.75	2.80
268	20	70	30	0	53.65	40.12	1.67
269	20	85	30	0	47.69	51.89	1.18
270	20	100	30	0	43.52	60.48	1.07
271	30	0	30	0	81.29	-13.85	6.99
272	30	10	30	0	76.93	-8.33	4.96
273	30	20	30	0	72.67	-2.10	3.16
274	30	30	30	0	68.33	4.58	1.46
275	30	40	30	0	63.93	11.68	0.05
276	30	55	30	0	57.40	22.73	-1.78
277	30	70	30	0	50.84	34.87	-2.95
278	30	85	30	0	45.06	46.33	-3.51
279	30	100	30	0	41.06	54.59	-3.68
280	40	0	30	0	77.42	-18.39	1.93
281	40	10	30	0	73.35	-12.61	0.25
282	40	20	30	0	69.29	-6.57	-1.37
283	40	30	30	0	65.13	-0.02	-2.96
284	40	40	30	0	60.90	6.89	-4.37
285	40	55	30	0	54.60	17.70	-6.12
286	40	70	30	0	48.25	29.60	-7.26
287	40	85	30	0	42.64	40.80	-7.87
288	40	100	30	0	38.73	48.86	-8.06
289	55	0	30	0	71.50	-25.59	-5.76
290	55	10	30	0	67.84	-19.68	-7.02
291	55	20	30	0	64.13	-13.74	-8.27
292	55	30	30	0	60.25	-7.37	-9.65
293	55	40	30	0	56.29	-0.68	-10.92
294	55	55	30	0	50.36	9.82	-12.54
295	55	70	30	0	44.33	21.35	-13.66
296	55	85	30	0	38.97	32.14	-14.33
297	55	100	30	0	35.21	39.93	-14.65
298	70	0	30	0	65.36	-33.70	-13.57
299	70	10	30	0	62.08	-27.70	-14.43
300	70	20	30	0	58.76	-21.77	-15.36
301	70	30	30	0	55.22	-15.50	-16.40
302	70	40	30	0	51.53	-8.95	-17.45
303	70	55	30	0	46.02	1.23	-18.86
304	70	70	30	0	40.34	12.39	-19.92
305	70	85	30	0	35.26	22.79	-20.68
306	70	100	30	0	31.67	30.23	-21.11
307	85	0	30	0	59.35	-42.07	-21.03
308	85	10	30	0	56.32	-36.28	-21.71
309	85	20	30	0	53.26	-30.54	-22.43
310	85	30	30	0	50.03	-24.42	-23.21
311	85	40	30	0	46.65	-17.99	-23.99
312	85	55	30	0	41.56	-8.04	-25.13
313	85	70	30	0	36.29	2.73	-26.13
314	85	85	30	0	31.50	12.84	-26.93
315	85	100	30	0	28.12	20.03	-27.44
316	100	0	30	0	54.77	-48.82	-26.70
317	100	10	30	0	51.91	-43.19	-27.23
318	100	20	30	0	49.05	-37.57	-27.77
319	100	30	30	0	46.02	-31.54	-28.39
320	100	40	30	0	42.87	-25.17	-28.95
321	100	55	30	0	38.13	-15.39	-29.88
322	100	70	30	0	33.17	-4.90	-30.82
323	100	85	30	0	28.61	4.90	-31.68
324	100	100	30	0	25.37	11.94	-32.27
325	0	0	40	0	92.13	-2.16	31.60
326	0	10	40	0	87.38	4.65	28.98
327	0	20	40	0	82.90	11.20	26.63
328	0	30	40	0	78.28	18.15	24.32
329	0	40	40	0	73.68	25.38	22.21
330	0	55	40	0	66.63	37.00	19.57
331	0	70	40	0	59.70	49.54	17.71
332	0	85	40	0	53.23	62.11	16.59
333	0	100	40	0	48.61	71.46	16.14
334	10	0	40	0	88.29	-6.45	26.23
335	10	10	40	0	83.72	-0.34	23.75
336	10	20	40	0	79.25	6.26	21.38
337	10	30	40	0	74.67	13.21	19.09
338	10	40	40	0	70.07	20.52	17.00
339	10	55	40	0	63.29	32.01	14.47
340	10	70	40	0	56.53	44.48	12.64
341	10	85	40	0	50.39	56.60	11.56
342	10	100	40	0	46.05	65.51	11.11
343	20	0	40	0	84.54	-10.68	21.05
344	20	10	40	0	80.00	-4.85	18.45
345	20	20	40	0	75.59	1.43	16.08
346	20	30	40	0	71.15	8.28	13.88
347	20	40	40	0	66.66	15.52	11.85
348	20	55	40	0	60.04	26.83	9.38
349	20	70	40	0	53.45	39.22	7.57
350	20	85	40	0	47.57	50.99	6.50
351	20	100	40	0	43.46	59.57	6.04
352	30	0	40	0	80.72	-15.17	15.79
353	30	10	40	0	76.37	-9.42	13.34
354	30	20	40	0	72.14	-3.25	11.10
355	30	30	40	0	67.85	3.47	9.00
356	30	40	40	0	63.51	10.57	7.05
357	30	55	40	0	57.06	21.66	4.62
358	30	70	40	0	50.59	33.86	2.79
359	30	85	40	0	44.91	45.33	1.70
360	30	100	40	0	40.98	53.60	1.18
361	40	0	40	0	76.89	-19.94	10.51
362	40	10	40	0	72.83	-14.11	8.43
363	40	20	40	0	68.79	-7.99	6.38
364	40	30	40	0	64.67	-1.39	4.37
365	40	40	40	0	60.49	5.56	2.48
366	40	55	40	0	54.25	16.46	0.15
367	40	70	40	0	47.97	28.45	-1.64
368	40	85	40	0	42.43	39.70	-2.79
369	40	100	40	0	38.61	47.73	-3.33
370	55	0	40	0	70.99	-27.52	2.62
371	55	10	40	0	67.35	-21.54	0.95
372	55	20	40	0	63.66	-15.50	-0.76
373	55	30	40	0	59.79	-9.05	-2.55
374	55	40	40	0	55.88	-2.35	-4.33
375	55	55	40	0	49.99	8.29	-6.49
376	55	70	40	0	44.03	19.98	-8.20
377	55	85	40	0	38.75	30.89	-9.36
378	55	100	40	0	35.09	38.67	-9.98
379	70	0	40	0	64.86	-36.11	-5.45
380	70	10	40	0	61.61	-29.99	-6.71
381	70	20	40	0	58.30	-23.95	-8.05
382	70	30	40	0	54.78	-17.55	-9.49
383	70	40	40	0	51.12	-10.87	-11.01
384	70	55	40	0	45.65	-0.55	-12.95
385	70	70	40	0	40.05	10.76	-14.57
386	70	85	40	0	35.04	21.28	-15.77
387	70	100	40	0	31.55	28.73	-16.47
388	85	0	40	0	58.86	-45.00	-13.19
389	85	10	40	0	55.85	-39.05	-14.23
390	85	20	40	0	52.82	-33.15	-15.32
391	85	30	40	0	49.61	-26.89	-16.47
392	85	40	40	0	46.27	-20.29	-17.68
393	85	55	40	0	41.23	-10.16	-19.30
394	85	70	40	0	36.01	0.76	-20.85
395	85	85	40	0	31.30	10.94	-22.08
396	85	100	40	0	28.00	18.14	-22.86
397	100	0	40	0	54.26	-52.09	-19.06
398	100	10	40	0	51.41	-46.25	-19.94
399	100	20	40	0	48.59	-40.48	-20.84
400	100	30	40	0	45.60	-34.32	-21.77
401	100	40	40	0	42.51	-27.80	-22.79
402	100	55	40	0	37.81	-17.86	-24.16
403	100	70	40	0	32.90	-7.19	-25.61
404	100	85	40	0	28.41	2.67	-26.87
405	100	100	40	0	25.23	9.68	-27.71
406	0	0	55	0	91.16	-3.01	46.52
407	0	10	55	0	86.50	3.86	43.11
408	0	20	55	0	82.12	10.42	40.14
409	0	30	55	0	77.60	17.36	37.14
410	0	40	55	0	73.09	24.59	34.42
411	0	55	55	0	66.22	36.08	30.59
412	0	70	55	0	59.42	48.54	27.61
413	0	85	55	0	53.08	61.01	25.42
414	0	100	55	0	48.55	70.25	24.19
415	10	0	55	0	87.37	-7.61	40.83
416	10	10	55	0	82.88	-1.30	37.48
417	10	20	55	0	78.51	5.29	34.49
418	10	30	55	0	74.05	12.21	31.53
419	10	40	55	0	69.55	19.50	28.80
420	10	55	55	0	62.83	30.92	25.05
421	10	70	55	0	56.20	43.36	22.18
422	10	85	55	0	50.19	55.42	20.08
423	10	100	55	0	45.93	64.27	18.91
424	20	0	55	0	83.67	-12.11	35.34
425	20	10	55	0	79.21	-6.05	31.94
426	20	20	55	0	74.88	0.18	28.84
427	20	30	55	0	70.51	7.05	25.95
428	20	40	55	0	66.09	14.31	23.27
429	20	55	55	0	59.55	25.58	19.62
430	20	70	55	0	53.08	37.98	16.79
431	20	85	55	0	47.34	49.73	14.77
432	20	100	55	0	43.33	58.26	13.63
433	30	0	55	0	79.89	-16.89	29.78
434	30	10	55	0	75.61	-10.91	26.57
435	30	20	55	0	71.43	-4.76	23.59
436	30	30	55	0	67.17	1.97	20.76
437	30	40	55	0	62.88	9.13	18.17
438	30	55	55	0	56.55	20.21	14.63
439	30	70	55	0	50.21	32.47	11.79
440	30	85	55	0	44.65	43.96	9.77
441	30	100	55	0	40.81	52.21	8.64
442	40	0	55	0	76.06	-21.97	24.23
443	40	10	55	0	72.05	-15.93	21.32
444	40	20	55	0	68.07	-9.79	18.56
445	40	30	55	0	63.98	-3.14	15.88
446	40	40	55	0	59.86	3.90	13.39
447	40	55	55	0	53.73	14.83	9.99
448	40	70	55	0	47.57	26.89	7.20
449	40	85	55	0	42.15	38.18	5.15
450	40	100	55	0	38.43	46.20	3.99
451	55	0	55	0	70.21	-30.11	15.80
452	55	10	55	0	66.60	-23.96	13.40
453	55	20	55	0	62.95	-17.82	11.01
454	55	30	55	0	59.13	-11.22	8.57
455	55	40	55	0	55.24	-4.34	6.29
456	55	55	55	0	49.45	6.39	3.07
457	55	70	55	0	43.62	18.12	0.41
458	55	85	55	0	38.44	29.13	-1.61
459	55	100	55	0	34.84	36.96	-2.79
460	70	0	55	0	64.10	-39.42	7.24
461	70	10	55	0	60.87	-33.09	5.31
462	70	20	55	0	57.61	-26.87	3.34
463	70	30	55	0	54.14	-20.29	1.26
464	70	40	55	0	50.53	-13.46	-0.78
465	70	55	55	0	45.14	-2.97	-3.66
466	70	70	55	0	39.63	8.47	-6.19
467	70	85	55	0	34.73	19.09	-8.17
468	70	100	55	0	31.28	26.67	-9.38
469	85	0	55	0	58.07	-49.10	-1.01
470	85	10	55	0	55.11	-42.88	-2.67
471	85	20	55	0	52.14	-36.77	-4.34
472	85	30	55	0	49.00	-30.29	-6.09
473	85	40	55	0	45.72	-23.51	-7.82
474	85	55	55	0	40.77	-13.20	-10.29
475	85	70	55	0	35.63	-2.04	-12.63
476	85	85	55	0	30.98	8.20	-14.59
477	85	100	55	0	27.71	15.51	-15.83
478	100	0	55	0	53.46	-56.77	-7.29
479	100	10	55	0	50.66	-50.65	-8.75
480	100	20	55	0	47.91	-44.64	-10.20
481	100	30	55	0	45.02	-38.23	-11.69
482	100	40	55	0	41.99	-31.56	-13.18
483	100	55	55	0	37.38	-21.36	-15.36
484	100	70	55	0	32.54	-10.46	-17.55
485	100	85	55	0	28.07	-0.49	-19.46
486	100	100	55	0	24.86	6.60	-20.76
487	0	0	70	0	90.29	-3.55	62.44
488	0	10	70	0	85.69	3.32	58.28
489	0	20	70	0	81.38	9.87	54.53
490	0	30	70	0	76.93	16.82	50.81
491	0	40	70	0	72.49	24.04	47.27
492	0	55	70	0	65.72	35.47	42.29
493	0	70	70	0	59.01	47.84	37.98
494	0	85	70	0	52.73	60.14	34.54
495	0	100	70	0	48.25	69.27	32.31
496	10	0	70	0	86.53	-8.34	56.40
497	10	10	70	0	82.08	-1.96	52.75
498	10	20	70	0	77.79	4.60	49.02
499	10	30	70	0	73.40	11.51	45.33
500	10	40	70	0	68.98	18.76	41.79
501	10	55	70	0	62.36	30.12	36.87
502	10	70	70	0	55.77	42.50	32.61
503	10	85	70	0	49.84	54.46	29.28
504	10	100	70	0	45.66	63.23	27.15
505	20	0	70	0	82.85	-13.04	50.55
506	20	10	70	0	78.44	-6.89	46.90
507	20	20	70	0	74.17	-0.68	43.33
508	20	30	70	0	69.86	6.17	39.73
509	20	40	70	0	65.51	13.41	36.22
510	20	55	70	0	59.06	24.65	31.41
511	20	70	70	0	52.64	37.00	27.19
512	20	85	70	0	47.00	48.70	23.95
513	20	100	70	0	43.06	57.18	21.89
514	30	0	70	0	79.08	-18.06	44.63
515	30	10	70	0	74.85	-11.99	41.18
516	30	20	70	0	70.72	-5.86	37.76
517	30	30	70	0	66.48	0.82	34.30
518	30	40	70	0	62.24	7.98	30.89
519	30	55	70	0	56.00	19.10	26.22
520	30	70	70	0	49.76	31.35	22.06
521	30	85	70	0	44.32	42.81	18.88
522	30	100	70	0	40.57	51.03	16.86
523	40	0	70	0	75.26	-23.41	38.70
524	40	10	70	0	71.27	-17.30	35.55
525	40	20	70	0	67.34	-11.16	32.36
526	40	30	70	0	63.29	-4.53	29.11
527	40	40	70	0	59.21	2.54	25.86
528	40	55	70	0	53.17	13.53	21.35
529	40	70	70	0	47.13	25.61	17.29
530	40	85	70	0	41.82	36.89	14.15
531	40	100	70	0	38.18	44.93	12.14
532	55	0	70	0	69.42	-32.02	29.71
533	55	10	70	0	65.80	-25.83	27.04
534	55	20	70	0	62.20	-19.67	24.25
535	55	30	70	0	58.45	-13.05	21.34
536	55	40	70	0	54.61	-6.08	18.34
537	55	55	70	0	48.91	4.70	14.13
538	55	70	70	0	43.18	16.53	10.20
539	55	85	70	0	38.10	27.56	7.14
540	55	100	70	0	34.59	35.45	5.13
541	70	0	70	0	63.25	-41.99	20.43
542	70	10	70	0	60.08	-35.60	18.33
543	70	20	70	0	56.89	-29.32	16.03
544	70	30	70	0	53.47	-22.67	13.50
545	70	40	70	0	49.94	-15.74	10.83
546	70	55	70	0	44.64	-5.11	7.00
547	70	70	70	0	39.24	6.42	3.42
548	70	85	70	0	34.35	17.15	0.36
549	70	100	70	0	30.95	24.80	-1.64
550	85	0	70	0	57.15	-52.45	11.43
551	85	10	70	0	54.29	-46.12	9.61
552	85	20	70	0	51.42	-39.91	7.64
553	85	30	70	0	48.37	-33.34	5.55
554	85	40	70	0	45.18	-26.43	3.29
555	85	55	70	0	40.34	-15.97	0.00
556	85	70	70	0	35.22	-4.68	-3.39
557	85	85	70	0	30.56	5.73	-6.28
558	85	100	70	0	27.27	13.06	-8.21
559	100	0	70	0	52.46	-60.77	4.59
560	100	10	70	0	49.81	-54.53	2.94
561	100	20	70	0	47.20	-48.34	1.24
562	100	30	70	0	44.42	-41.84	-0.56
563	100	40	70	0	41.49	-35.00	-2.49
564	100	55	70	0	36.97	-24.60	-5.46
565	100	70	70	0	32.14	-13.54	-8.59
566	100	85	70	0	27.59	-3.37	-11.32
567	100	100	70	0	24.28	3.88	-13.27
568	0	0	85	0	89.52	-3.89	79.22
569	0	10	85	0	84.95	3.02	74.24
570	0	20	85	0	80.70	9.57	69.69
571	0	30	85	0	76.28	16.50	65.13
572	0	40	85	0	71.87	23.70	60.76
573	0	55	85	0	65.14	35.07	54.44
574	0	70	85	0	58.46	47.27	48.74
575	0	85	85	0	52.19	59.42	43.98
576	0	100	85	0	47.69	68.44	40.85
577	10	0	85	0	85.77	-8.76	72.77
578	10	10	85	0	81.37	-2.33	68.42
579	10	20	85	0	77.13	4.21	63.95
580	10	30	85	0	72.78	11.09	59.46
