ISO28178
ORIGINATOR "ISO TC130"
FILE_DESCRIPTOR "ISO15339-CRPC4"
# ISO/PAS 15339-2 Characterized Reference Printing Condition 4, Typical Supercal
CREATED "2012-12-01"
MEASUREMENT_GEOMETRY "ISO 13655 - Reflection, M1"
FILTER "D50"
SAMPLE_BACKING "White"
# Reference White Point (LAB) = 89.00  0.00  3.00
# Reference Black Point (LAB) = 15.29  0.29  1.34 
NUMBER_OF_FIELDS 8
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT
NUMBER_OF_SETS 1617
BEGIN_DATA
1339	0	0	25	0	87.03	-1.83	24.18
1340	0	0	20	0	87.41	-1.50	19.99
1341	0	0	15	0	87.77	-1.17	15.97
1342	0	0	10	0	88.16	-0.80	11.81
1343	0	0	7	0	88.41	-0.56	9.19
1344	0	0	5	0	88.57	-0.40	7.44
1345	0	0	3	0	88.74	-0.24	5.70
1346	0	0	2	0	88.82	-0.16	4.82
1347	0	0	0	100	23.00	1.00	2.00
1348	0	0	0	98	23.75	0.93	1.93
1349	0	0	0	95	25.18	0.88	1.79
1350	0	0	0	90	28.23	0.75	1.53
1351	0	0	0	85	31.57	0.61	1.27
1352	0	0	0	80	35.14	0.46	1.01
1353	0	0	0	75	38.73	0.33	0.80
1354	0	0	0	70	42.25	0.19	0.65
1355	0	0	0	60	49.01	-0.02	0.49
1356	0	0	0	50	55.52	-0.16	0.47
1357	0	0	0	40	61.85	-0.21	0.72
1358	0	0	0	30	68.19	-0.23	1.05
1359	0	0	0	25	71.47	-0.22	1.28
1360	0	0	0	20	74.81	-0.19	1.55
1361	0	0	0	15	78.17	-0.15	1.86
1362	0	0	0	10	81.60	-0.11	2.20
1363	0	0	0	7	83.79	-0.09	2.44
1364	0	0	0	5	85.26	-0.07	2.61
1365	0	0	0	3	86.73	-0.04	2.77
1366	0	0	0	2	87.48	-0.02	2.86
1367	0	0	0	0	89.00	0.00	3.00
1368	100	85	85	0	29.58	-4.91	-2.14
1369	80	65	65	0	38.27	-3.51	-1.14
1370	60	45	45	0	49.78	-2.67	-0.50
1371	40	27	27	0	62.33	-2.30	-0.11
1372	20	12	12	0	75.46	-1.61	0.75
1373	10	6	6	0	82.04	-0.76	1.87
1374	5	3	3	0	85.48	-0.32	2.41
1375	40	27	27	10	58.02	-2.14	-0.36
1376	20	12	12	10	70.00	-1.52	0.39
1377	10	6	6	10	75.96	-0.75	1.31
1378	60	45	45	20	43.48	-2.30	-0.93
1379	40	27	27	20	53.77	-1.96	-0.54
1380	20	12	12	20	64.58	-1.38	0.11
1381	10	6	6	20	69.99	-0.73	0.84
1382	80	65	65	40	29.57	-2.51	-1.76
1383	60	45	45	40	37.32	-2.01	-1.18
1384	40	27	27	40	45.46	-1.57	-0.77
1385	20	12	12	40	54.03	-1.13	-0.20
1386	10	6	6	40	58.29	-0.64	0.24
1387	100	85	85	60	20.95	-2.38	-1.47
1388	80	65	65	60	25.21	-1.83	-1.41
1389	60	45	45	60	30.89	-1.41	-0.98
1390	40	27	27	60	36.94	-1.05	-0.66
1391	20	12	12	60	43.31	-0.68	-0.17
1392	10	6	6	60	46.50	-0.34	0.07
1393	100	85	85	80	18.09	-1.41	-0.51
1394	80	65	65	80	20.45	-0.95	-0.50
1395	60	45	45	80	23.91	-0.66	-0.34
1396	40	27	27	80	27.91	-0.44	-0.10
1397	20	12	12	80	31.87	-0.02	0.44
1398	10	6	6	80	33.96	0.17	0.59
1399	100	85	85	100	15.32	-0.21	0.85
1400	80	65	65	100	15.98	-0.05	0.77
1401	60	45	45	100	17.18	0.30	0.66
1402	40	27	27	100	19.05	0.37	0.76
1403	20	12	12	100	21.15	0.52	1.16
1404	10	6	6	100	22.03	0.75	1.42
1405	100	0	0	70	28.37	-15.96	-15.97
1406	0	100	0	70	25.25	27.66	-2.19
1407	0	0	100	70	39.39	-2.07	32.10
1408	100	100	0	70	18.24	6.67	-16.28
1409	100	0	100	70	26.83	-22.07	9.85
1410	0	100	100	70	25.27	23.65	14.70
1411	40	40	0	70	30.27	4.70	-8.29
1412	40	0	40	70	35.56	-8.46	5.71
1413	0	40	40	70	34.22	10.27	9.26
1414	3	3	0	0	86.18	0.96	0.84
1415	3	0	3	0	87.52	-1.57	4.09
1416	0	3	3	0	87.12	2.06	4.96
1417	3	3	3	0	86.22	0.52	3.40
1418	3	0	0	3	85.56	-1.30	1.23
1419	0	3	0	3	85.20	2.13	2.20
1420	3	3	0	3	84.05	0.84	0.69
1421	0	0	3	3	86.50	-0.27	5.29
1422	3	0	3	3	85.32	-1.54	3.74
1423	0	3	3	3	84.96	1.93	4.59
1424	3	3	3	3	84.34	0.44	3.12
1425	7	7	0	0	82.59	2.18	-1.91
1426	7	0	7	0	85.61	-3.66	5.46
1427	0	7	7	0	84.69	4.79	7.44
1428	7	7	7	0	82.62	1.15	3.99
1429	7	0	0	7	81.19	-2.86	-0.94
1430	0	7	0	7	80.32	4.83	1.16
1431	7	7	0	7	77.87	1.95	-2.09
1432	0	0	7	7	83.25	-0.60	8.14
1433	7	0	7	7	80.63	-3.46	4.74
1434	0	7	7	7	79.81	4.37	6.55
1435	7	7	7	7	78.36	1.01	3.46
1436	40	3	0	0	72.97	-13.72	-16.33
1437	3	40	0	0	68.54	26.63	-4.64
1438	40	0	3	0	74.01	-16.20	-13.49
1439	40	3	3	0	72.78	-14.26	-13.96
1440	0	40	3	0	69.31	27.99	-1.18
1441	3	40	3	0	68.31	26.67	-2.60
1442	40	40	3	0	58.31	9.45	-17.71
1443	3	0	40	0	84.81	-4.04	34.47
1444	0	3	40	0	84.49	-0.23	35.05
1445	3	3	40	0	83.39	-1.78	33.50
1446	40	3	40	0	70.38	-18.55	14.56
1447	3	40	40	0	66.98	24.73	22.09
1448	40	0	0	3	72.42	-15.35	-15.63
1449	40	3	0	3	71.22	-13.41	-15.93
1450	0	40	0	3	67.77	27.36	-3.31
1451	3	40	0	3	66.90	25.89	-4.64
1452	40	40	0	3	57.15	9.47	-19.27
1453	40	0	3	3	72.20	-15.76	-13.24
1454	40	3	3	3	71.09	-13.93	-13.70
1455	0	40	3	3	67.65	27.21	-1.36
1456	3	40	3	3	66.74	25.95	-2.73
1457	40	40	3	3	57.00	9.20	-17.45
1458	0	0	40	3	83.84	-2.54	35.07
1459	3	0	40	3	82.69	-3.93	33.40
1460	40	0	40	3	69.81	-19.95	14.81
1461	0	3	40	3	82.40	-0.31	33.97
1462	3	3	40	3	81.41	-1.80	32.52
1463	40	3	40	3	68.78	-18.16	14.12
1464	0	40	40	3	66.33	25.52	22.80
1465	3	40	40	3	65.44	24.03	21.42
1466	40	40	40	3	55.76	4.94	5.33
1467	3	0	0	40	61.04	-1.04	-0.31
1468	0	3	0	40	60.83	1.29	0.40
1469	3	3	0	40	60.06	0.44	-0.59
1470	40	3	0	40	51.70	-9.04	-11.06
1471	3	40	0	40	48.87	17.62	-3.95
1472	0	0	3	40	61.70	-0.34	2.44
1473	3	0	3	40	60.90	-1.18	1.41
1474	40	0	3	40	52.40	-10.70	-9.23
1475	0	3	3	40	60.64	1.19	1.95
1476	3	3	3	40	60.99	0.16	1.02
1477	40	3	3	40	51.79	-9.47	-9.61
1478	0	40	3	40	49.39	18.48	-1.71
1479	3	40	3	40	48.91	17.72	-2.66
1480	40	40	3	40	42.20	6.54	-12.77
1481	3	0	40	40	59.23	-2.71	21.71
1482	0	3	40	40	59.06	-0.25	22.13
1483	3	3	40	40	58.61	-1.31	21.30
1484	40	3	40	40	50.32	-12.57	9.14
1485	3	40	40	40	47.99	16.03	14.04
1486	0	0	0	10	81.60	-0.11	2.20
1487	0	0	10	10	80.85	-0.80	10.15
1488	0	0	20	10	80.19	-1.42	17.77
1489	0	0	40	10	78.93	-2.40	32.60
1490	0	0	70	10	77.22	-3.03	55.43
1491	0	10	0	10	76.80	6.74	0.45
1492	0	10	10	10	76.17	6.08	7.96
1493	0	10	20	10	75.56	5.52	15.19
1494	0	10	40	10	74.50	4.58	29.31
1495	0	10	70	10	72.93	4.03	51.13
1496	0	20	0	10	72.37	13.16	-1.09
1497	0	20	10	10	71.83	12.53	6.05
1498	0	20	20	10	71.34	11.97	12.95
1499	0	20	40	10	70.38	11.18	26.33
1500	0	20	70	10	68.89	10.72	47.06
1501	0	40	0	10	63.94	25.66	-3.43
1502	0	40	10	10	63.59	25.11	2.93
1503	0	40	20	10	63.28	24.61	9.21
1504	0	40	40	10	62.60	23.88	21.20
1505	0	40	70	10	61.36	23.46	39.82
1506	0	70	0	10	52.09	44.76	-4.62
1507	0	70	10	10	51.98	44.27	0.68
1508	0	70	20	10	51.88	43.77	5.93
1509	0	70	40	10	51.58	43.04	15.82
1510	0	70	70	10	50.82	42.34	30.88
1511	10	0	0	10	78.01	-3.97	-2.48
1512	10	0	10	10	77.28	-4.80	5.45
1513	10	0	20	10	76.63	-5.52	12.93
1514	10	0	40	10	75.45	-6.71	27.51
1515	10	0	70	10	73.78	-7.54	49.97
1516	10	10	0	10	73.49	2.70	-4.00
1517	10	10	10	10	74.12	1.40	3.61
1518	10	10	20	10	73.51	0.66	11.07
1519	10	10	40	10	72.11	-0.41	25.17
1520	10	10	70	10	70.15	-1.05	46.43
1521	10	20	0	10	69.28	8.95	-5.36
1522	10	20	10	10	69.82	7.93	1.79
1523	10	20	20	10	69.35	7.17	8.86
1524	10	20	40	10	68.12	6.11	22.26
1525	10	20	70	10	66.35	5.40	42.55
1526	10	40	0	10	61.30	21.18	-7.48
1527	10	40	10	10	61.15	21.13	-1.30
1528	10	40	20	10	60.86	20.41	4.99
1529	10	40	40	10	60.22	19.31	17.02
1530	10	40	70	10	58.91	18.33	35.34
1531	10	70	0	10	49.86	39.84	-8.68
1532	10	70	10	10	49.80	39.73	-3.47
1533	10	70	20	10	49.72	39.07	1.74
1534	10	70	40	10	49.46	38.02	11.64
1535	10	70	70	10	48.72	37.14	26.65
1536	20	0	0	10	74.70	-7.55	-6.76
1537	20	0	10	10	73.98	-8.50	1.07
1538	20	0	20	10	73.37	-9.33	8.43
1539	20	0	40	10	72.17	-10.79	22.71
1540	20	0	70	10	70.37	-12.00	44.53
1541	20	10	0	10	70.40	-1.00	-8.09
1542	20	10	10	10	70.93	-2.61	-0.80
1543	20	10	20	10	70.36	-3.50	6.57
1544	20	10	40	10	69.00	-4.80	20.44
1545	20	10	70	10	67.04	-5.71	41.26
1546	20	20	0	10	66.43	5.09	-9.32
1547	20	20	10	10	66.87	3.75	-2.45
1548	20	20	20	10	66.43	2.80	4.50
1549	20	20	40	10	65.45	1.36	17.88
1550	20	20	70	10	63.73	0.37	37.96
1551	20	40	0	10	58.81	16.98	-11.30
1552	20	40	10	10	58.65	16.64	-5.25
1553	20	40	20	10	58.41	15.89	0.91
1554	20	40	40	10	57.82	14.45	12.83
1555	20	40	70	10	56.53	13.26	30.93
1556	20	70	0	10	47.73	35.17	-12.54
1557	20	70	10	10	47.70	34.86	-7.39
1558	20	70	20	10	47.64	34.38	-2.29
1559	20	70	40	10	47.41	33.05	7.55
1560	20	70	70	10	46.64	31.87	22.45
1561	40	0	0	10	68.29	-14.39	-14.77
1562	40	0	10	10	67.65	-15.66	-7.23
1563	40	0	20	10	67.07	-16.84	0.04
1564	40	0	40	10	65.90	-18.82	13.78
1565	40	0	70	10	64.03	-20.68	34.54
1566	40	10	0	10	64.46	-8.20	-15.84
1567	40	10	10	10	64.55	-10.11	-8.94
1568	40	10	20	10	64.05	-11.35	-1.82
1569	40	10	40	10	63.02	-13.41	11.65
1570	40	10	70	10	61.10	-14.99	31.61
1571	40	20	0	10	60.85	-2.33	-16.85
1572	40	20	10	10	60.97	-4.15	-10.27
1573	40	20	20	10	60.76	-5.62	-3.60
1574	40	20	40	10	59.86	-7.70	9.38
1575	40	20	70	10	58.15	-9.34	28.60
1576	40	40	0	10	53.98	8.95	-18.41
1577	40	40	10	10	53.78	7.98	-12.64
1578	40	40	20	10	53.56	6.81	-6.68
1579	40	40	40	10	53.09	4.64	4.86
1580	40	40	70	10	51.81	2.91	22.39
1581	40	70	0	10	43.68	26.28	-19.61
1582	40	70	10	10	43.62	25.46	-14.65
1583	40	70	20	10	43.55	24.59	-9.75
1584	40	70	40	10	43.37	22.84	-0.16
1585	40	70	70	10	42.61	21.07	14.39
1586	70	0	0	10	58.78	-24.68	-26.00
1587	70	0	10	10	58.17	-26.60	-18.87
1588	70	0	20	10	57.59	-28.39	-11.86
1589	70	0	40	10	56.45	-31.44	1.19
1590	70	0	70	10	54.66	-34.58	20.25
1591	70	10	0	10	55.51	-18.94	-26.72
1592	70	10	10	10	55.39	-21.23	-19.96
1593	70	10	20	10	54.92	-23.05	-13.25
1594	70	10	40	10	53.96	-26.18	-0.61
1595	70	10	70	10	52.29	-29.31	17.91
1596	70	20	0	10	52.43	-13.52	-27.32
1597	70	20	10	10	52.39	-15.75	-20.94
1598	70	20	20	10	52.23	-17.80	-14.60
1599	70	20	40	10	51.42	-20.96	-2.44
1600	70	20	70	10	49.90	-24.13	15.50
1601	70	40	0	10	46.52	-3.05	-28.32
1602	70	40	10	10	46.39	-4.76	-22.68
1603	70	40	20	10	46.22	-6.46	-17.05
1604	70	40	40	10	45.79	-9.55	-6.13
1605	70	40	70	10	44.58	-12.66	10.30
1606	70	70	0	10	37.59	12.77	-29.16
1607	70	70	10	10	37.55	11.45	-24.48
1608	70	70	20	10	37.48	10.05	-19.77
1609	70	70	40	10	37.29	7.45	-10.60
1610	70	70	70	10	36.57	4.49	3.32
1611	50	40	40	0	54.26	-0.11	1.45
1612	100	0	0	10	50.88	-33.23	-34.66
1613	0	100	0	10	43.51	59.81	-3.46
1614	0	0	100	10	75.88	-2.77	74.74
1615	0	100	100	10	42.77	55.96	35.04
1616	100	0	100	10	45.66	-49.11	22.04
1617	100	100	0	10	26.70	12.46	-35.96
END_DATA							
